"UID";"address";"agent_name";"home_div_type";"bed";"bath";"play ground";"swimming";"acre_lot";"City";"State";"Zip";"house_size";"listing _date";"listing price";"sold _date";"sold_price";"status";"population";"Brokerage Firm";"commission_in_percentage";"days_required_to_sell";"commission_in_amount"
"ntAEolKUYZ";"4494 Sunset Blvd";"William Wilson";"Residential";2;0;"Y";"N";4.933;"Cincinnati";"Ohio";45222;1034;"2020-09-06";48358;"2020-10-12";218011;"Expire";17393;"Willy Nilly Brokerage";3.2;36;0
"nTch2KqYz6";"5011 Oak St";"Linda Johnson";"Commercial";1;2;"Y";"N";6.492;"Akron";"Ohio";45204;2773;"2020-02-10";107418;"2020-04-23";416183;"Pending";18835;"Right Value LLC";5.0;73;0
"NtHFngNjVG";"5822 Maple Ave";"Michael Smith";"Rental";4;1;"Y";"N";4.151;"Akron";"Ohio";45210;1571;"2020-04-22";382492;"2020-11-26";393159;"Cancel";18838;"High Value LLC";8.0;218;0
"nTihpAgXwQ";"330 Main St";"Linda Smith";"Residential";1;4;"Y";"N";0.411;"Columbus";"Ohio";45227;2386;"2020-07-03";55145;"2020-05-20";260737;"Expire";26382;"High Value LLC";3.2;44;0
"ntxXfPtaBo";"2892 Oak St";"James Anderson";"";4;2;"N";"Y";5.814;"Dayton";"Ohio";45229;335;"2020-07-05";105953;"2020-09-19";127173;"Sold";18845;"High Value LLC";5.0;76;6359
"NtZjOArf7p";"4014 Cedar Rd";"Patricia Smith";"Land";3;4;"N";"N";4.361;"Columbus";"Ohio";45201;1399;"2020-12-15";349381;"2021-01-11";414510;"Expire";23092;"M&M Brokerage";4.0;27;0
"NUC5LELeaj";"4894 Oak St";"Mary Brown";"Residential";1;1;"N";"N";8.222;"Columbus";"Ohio";45225;245;"2020-07-15";70141;"2020-08-21";428149;"Expire";18844;"Right Value LLC";3.2;37;0
"nuCkuNDryH";"6957 Main St";"William Brown";"";3;0;"N";"Y";4.027;"Akron";"Ohio";45212;1078;"2020-10-12";183124;"2020-11-17";114610;"Pending";18838;"Richa & Sons";5.0;36;0
"nujqKD4Jxd";"7194 Main St";"Mary Miller";"Residential";4;2;"N";"N";6.579;"Akron";"Ohio";45232;1736;"2020-01-30";254033;"2020-10-19";147322;"Pending";18847;"True Value LLC";3.2;263;0
"nukeE7SzYv";"7998 Elm St";"William Taylor";"";2;3;"N";"Y";2.525;"Dayton";"Ohio";45208;624;"2020-09-20";217908;"2020-03-28";91513;"Cancel";18837;"Richa & Sons";5.0;176;0
"nunnNBctCz";"5834 Lakeview Dr";"John Taylor";"";2;1;"Y";"Y";7.983;"Akron";"Ohio";45202;1774;"2020-04-12";341977;"2020-04-08";463026;"Cancel";18834;"True Value LLC";5.0;4;0
"nuNrGl2Wlp";"1532 Main St";"Patricia Johnson";"";1;3;"Y";"Y";8.881;"Cincinnati";"Ohio";45207;2109;"2020-06-25";70448;"2020-10-27";444204;"Sold";16145;"High Value LLC";5.0;124;22210
"NunZ5KRWDp";"719 Oak St";"Robert Johnson";"Residential";3;3;"Y";"N";2.75;"Dayton";"Ohio";45201;2469;"2020-07-01";118286;"2020-09-20";261690;"Cancel";23092;"Right Value LLC";3.2;81;0
"nUTHULSiSC";"8790 Cedar Rd";"Linda Miller";"Commercial";2;4;"N";"Y";3.902;"Akron";"Ohio";45206;593;"2020-11-20";315870;"2020-07-04";99814;"Sold";20548;"True Value LLC";5.0;139;4991
"NV48LN1qkr";"2228 Elm St";"Robert Anderson";"Land";2;2;"Y";"Y";7.339;"Dayton";"Ohio";45226;186;"2020-09-24";391233;"2020-04-13";285107;"Pending";18844;"Real Point LLC";4.0;164;0
"nvBSALyCXa";"6060 Cedar Rd";"Linda Wilson";"Commercial";3;4;"Y";"Y";9.428;"Akron";"Ohio";45208;2292;"2020-07-08";89888;"2020-09-21";109585;"Pending";18837;"True Value LLC";5.0;75;0
"NvDXcCKYWY";"270 Lakeview Dr";"Linda Johnson";"Commercial";2;2;"N";"Y";9.677;"Akron";"Ohio";45229;1060;"2020-03-10";78049;"2020-07-23";208699;"Cancel";18845;"Right Value LLC";5.0;135;0
"NvmSblFsaK";"7352 Oak St";"Michael Taylor";"Land";3;3;"N";"Y";6.258;"Dayton";"Ohio";45213;1456;"2020-02-28";280517;"2020-06-02";289282;"Cancel";18839;"Willy Nilly Brokerage";4.0;95;0
"NvmSblFsaK";"7352 Oak St";"Michael Taylor";"Land";3;3;"N";"Y";6.258;"Dayton";"Ohio";45213;1456;"2020-02-28";280517;"2020-06-02";289282;"Cancel";18839;"Real Point LLC";4.0;95;0
"nvOVOg7UlZ";"5586 Maple Ave";"Elizabeth Smith";"Rental";0;2;"N";"N";6.076;"Dayton";"Ohio";45228;524;"2020-06-28";455717;"2021-01-12";94938;"Pending";23091;"True Value LLC";8.0;198;0
"nvw9VdlIvI";"3808 Lakeview Dr";"William Davis";"Residential";0;3;"N";"N";5.106;"Toledo";"Ohio";45226;2648;"2020-03-30";204146;"2020-07-16";22349;"Sold";18844;"Willam Reality";3.2;108;715
"nWAFEkzxdF";"7040 Sunset Blvd";"William Anderson";"";1;4;"N";"N";0.016;"Columbus";"Ohio";45212;2467;"2020-10-06";483682;"2021-01-15";51094;"Expire";18838;"High Value LLC";5.0;101;0
"nWNtIU10sG";"894 Oak St";"Elizabeth Wilson";"Residential";4;3;"N";"Y";6.405;"Cincinnati";"Ohio";45230;1569;"2020-01-18";279710;"2020-01-18";219524;"Sold";16154;"Right Value LLC";3.2;0;7025
"NwsVB0xYlw";"9521 Maple Ave";"William Thomas";"";2;1;"Y";"Y";7.261;"Dayton";"Ohio";45234;647;"2020-05-20";249321;"2020-11-27";57154;"Pending";18848;"Right Value LLC";5.0;191;0
"NX3YTGdfRf";"3642 Main St";"Jennifer Anderson";"Commercial";1;0;"Y";"Y";8.266;"Akron";"Ohio";45203;2944;"2020-04-20";123066;"2020-03-07";453507;"Sold";18835;"M&M Brokerage";5.0;44;22675
"nX731p65os";"6802 Oak St";"Elizabeth Brown";"Land";5;0;"Y";"Y";0.359;"Toledo";"Ohio";45232;2068;"2020-02-15";227461;"2020-03-24";294226;"Sold";18847;"Willam Reality";4.0;38;11769
"nX9zrUbO9i";"924 Main St";"Mary Thomas";"";1;2;"N";"N";2.15;"Cincinnati";"Ohio";45210;2718;"2020-07-05";148247;"2020-07-10";20497;"Expire";18838;"M&M Brokerage";5.0;5;0
"nxBRBWLB0R";"7744 Pine Ln";"Robert Brown";"";3;4;"Y";"N";9.343;"Columbus";"Ohio";45221;2708;"2020-11-09";45774;"2020-01-21";280335;"Pending";14132;"High Value LLC";5.0;293;0
"NXgb9ELQSC";"3482 Oak St";"John Brown";"Rental";4;3;"Y";"Y";7.275;"Toledo";"Ohio";45212;1766;"2020-12-05";401383;"2020-04-26";471706;"Pending";18838;"Right Value LLC";8.0;223;0
"nxrp4tYSQq";"7903 Main St";"James Brown";"";2;2;"Y";"Y";8.567;"Columbus";"Ohio";45206;1165;"2020-08-09";441906;"2020-03-19";336929;"Sold";20548;"Right Value LLC";5.0;143;16846
"NyF7I3K00C";"3308 Elm St";"John Lee";"Commercial";1;1;"Y";"Y";8.81;"Toledo";"Ohio";45210;2478;"2020-03-23";182898;"2020-11-09";490445;"Pending";18838;"Real Point LLC";5.0;231;0
"NYrp1fXLOx";"494 Pine Ln";"Elizabeth Anderson";"Commercial";5;3;"N";"N";0.829;"Toledo";"Ohio";45229;1134;"2020-07-04";404408;"2020-04-19";454047;"Pending";18845;"High Value LLC";5.0;76;0
"Nzvw5ZIT4U";"8150 Main St";"Michael Anderson";"Commercial";2;0;"Y";"N";6.432;"Toledo";"Ohio";45205;1174;"2020-12-22";121686;"2020-06-22";303719;"Expire";15068;"True Value LLC";5.0;183;0
"NzX4zf88t3";"4003 Oak St";"William Wilson";"Rental";5;4;"Y";"Y";4.298;"Cincinnati";"Ohio";45228;1281;"2020-04-25";440616;"2020-11-04";185499;"Sold";23091;"Willy Nilly Brokerage";8.0;193;14840
"o05ZLbx05k";"4406 Sunset Blvd";"John Taylor";"Commercial";4;4;"Y";"Y";6.02;"Toledo";"Ohio";45232;336;"2020-04-22";109596;"2020-02-29";257721;"Expire";18847;"True Value LLC";5.0;53;0
"O0EL4Z1cRv";"7402 Cedar Rd";"Elizabeth Miller";"Commercial";3;2;"Y";"N";9.397;"Dayton";"Ohio";45231;2800;"2020-02-29";229510;"2020-08-11";61893;"Expire";18846;"True Value LLC";5.0;164;0
"o0VJvXsjmG";"1611 Sunset Blvd";"Linda Johnson";"Residential";1;0;"Y";"N";9.237;"Cincinnati";"Ohio";45211;2475;"2020-11-07";454940;"2021-01-12";364607;"Sold";21234;"Right Value LLC";3.2;66;11667
"o0yokAkQmT";"977 Cedar Rd";"John Lee";"Residential";3;4;"N";"N";7.864;"Toledo";"Ohio";45207;2404;"2020-04-14";308831;"2020-12-14";34673;"Expire";16145;"Real Point LLC";3.2;244;0
"o2dEZIsDP6";"3554 Elm St";"Jennifer Wilson";"Land";4;3;"Y";"Y";4.054;"Toledo";"Ohio";45203;1424;"2020-05-18";370528;"2020-07-21";329367;"Sold";18835;"Real Point LLC";4.0;64;13175
"O2mtyMOQRh";"1639 Oak St";"Elizabeth Lee";"Land";5;3;"Y";"Y";3.634;"Columbus";"Ohio";45231;991;"2020-03-30";417557;"2020-06-05";194621;"Cancel";18846;"Right Value LLC";4.0;67;0
"O2Oj30zMRx";"9670 Elm St";"Jennifer Davis";"Residential";0;2;"N";"N";0.889;"Toledo";"Ohio";45215;1310;"2020-03-02";58444;"2020-06-13";479131;"Expire";16148;"Right Value LLC";3.2;103;0
"o2Xo5TjeCN";"9787 Main St";"Elizabeth Smith";"Land";5;1;"Y";"Y";5.155;"Toledo";"Ohio";45212;2045;"2021-01-28";300209;"2020-07-12";54929;"Pending";18838;"True Value LLC";4.0;200;0
"O34XqyNBz8";"4612 Elm St";"James Miller";"Rental";2;3;"Y";"N";5.392;"Columbus";"Ohio";45212;1084;"2020-09-12";382030;"2020-03-12";401430;"Pending";18838;"Right Value LLC";8.0;184;0
"O362VA9mpJ";"9886 Oak St";"Robert Thomas";"Land";1;4;"Y";"N";5.301;"Cincinnati";"Ohio";45210;388;"2020-10-19";181857;"2020-09-14";301988;"Cancel";18838;"M&M Brokerage";4.0;35;0
"O3Sm79XyAw";"8802 Cedar Rd";"Linda Miller";"Rental";5;0;"Y";"N";9.777;"Columbus";"Ohio";45221;475;"2020-07-28";41675;"2020-03-24";207461;"Expire";14132;"True Value LLC";8.0;126;0
"o4azqBkzs4";"7246 Main St";"Jennifer Davis";"Land";1;0;"Y";"N";0.161;"Columbus";"Ohio";45227;2622;"2020-11-16";237535;"2020-01-04";111312;"Cancel";26382;"Right Value LLC";4.0;317;0
"O4K6wOY9Ps";"7735 Sunset Blvd";"Patricia Taylor";"Commercial";5;2;"N";"Y";8.715;"Toledo";"Ohio";45205;1361;"2020-10-19";219233;"2020-01-12";313162;"Expire";15068;"True Value LLC";5.0;281;0
"o4u9cpuYhK";"5749 Maple Ave";"Patricia Brown";"Rental";0;3;"N";"N";2.442;"Columbus";"Ohio";45204;2717;"2020-04-11";295525;"2020-02-19";267357;"Expire";18835;"Right Value LLC";8.0;52;0
"o53IpnKdnl";"8053 Maple Ave";"James Taylor";"Rental";3;4;"Y";"Y";9.463;"Dayton";"Ohio";45233;2143;"2020-05-02";348286;"2020-07-04";417713;"Expire";18847;"Right Value LLC";8.0;63;0
"O53S7bNKAv";"310 Main St";"William Miller";"Residential";3;1;"Y";"Y";8.885;"Columbus";"Ohio";45222;581;"2020-11-23";284557;"2020-09-01";262707;"Pending";17393;"Right Value LLC";3.2;83;0
"O5Fw8qIKSw";"9190 Lakeview Dr";"John Smith";"Residential";3;2;"N";"N";2.407;"Dayton";"Ohio";45222;2070;"2020-06-22";305732;"2020-09-29";28259;"Cancel";17393;"Right Value LLC";3.2;99;0
"o5Hb6SMm0e";"9183 Sunset Blvd";"Michael Brown";"Commercial";0;2;"Y";"Y";3.654;"Toledo";"Ohio";45229;2659;"2020-07-22";432274;"2020-09-22";89716;"Cancel";18845;"High Value LLC";5.0;62;0
"O5raCKJalE";"5643 Lakeview Dr";"Jennifer Lee";"Residential";2;0;"Y";"N";7.612;"Columbus";"Ohio";45227;926;"2020-11-18";469823;"2020-05-24";339891;"Pending";26382;"M&M Brokerage";3.2;178;0
"o5SH8qEK82";"4677 Sunset Blvd";"Mary Johnson";"Commercial";0;0;"N";"N";3.934;"Columbus";"Ohio";45201;608;"2020-02-05";159051;"2020-04-17";402912;"Sold";23092;"Richa & Sons";5.0;72;20146
"o5VD7pFujY";"4368 Elm St";"Jennifer Anderson";"Commercial";2;1;"Y";"Y";1.198;"Toledo";"Ohio";45215;1105;"2020-03-16";388155;"2020-04-15";491423;"Cancel";16148;"M&M Brokerage";5.0;30;0
"o6QM2UND9J";"9832 Elm St";"Jennifer Brown";"Commercial";1;4;"N";"N";1.44;"Cincinnati";"Ohio";45211;2945;"2020-05-23";442122;"2020-03-10";199755;"Expire";21234;"M&M Brokerage";5.0;74;0
"O6RhJTD1O1";"8857 Maple Ave";"Robert Smith";"Land";0;1;"Y";"Y";7.715;"Dayton";"Ohio";45207;1674;"2020-04-29";130645;"2020-12-20";116730;"Sold";16145;"High Value LLC";4.0;235;4669
"O8E3UXe9X0";"3114 Oak St";"Robert Thomas";"";5;1;"N";"N";6.773;"Columbus";"Ohio";45219;1024;"2020-02-14";246118;"2020-04-04";368587;"Cancel";18841;"M&M Brokerage";5.0;50;0
"o8oTG0iayO";"3537 Lakeview Dr";"Michael Johnson";"Rental";5;1;"Y";"N";3.748;"Akron";"Ohio";45229;768;"2020-02-06";303779;"2020-09-28";235034;"Pending";18845;"True Value LLC";8.0;235;0
"O8wwfUfXRj";"1817 Pine Ln";"Linda Anderson";"Residential";3;2;"N";"N";4.093;"Columbus";"Ohio";45232;2221;"2020-07-22";434452;"2020-10-17";277202;"Expire";18847;"M&M Brokerage";3.2;87;0
"O8zSwEjxWs";"8355 Sunset Blvd";"William Lee";"Residential";3;4;"N";"Y";4.886;"Toledo";"Ohio";45217;2240;"2020-03-19";211874;"2020-04-15";385775;"Expire";18840;"Willam Reality";3.2;27;0
"O9A0mvM3kN";"1141 Maple Ave";"Mary Miller";"Residential";1;1;"Y";"N";2.035;"Dayton";"Ohio";45221;2825;"2020-12-31";177281;"2020-06-24";195799;"Sold";14132;"True Value LLC";3.2;190;6266
"O9EUTiGsuL";"497 Oak St";"Mary Smith";"Rental";1;4;"N";"Y";4.083;"Toledo";"Ohio";45227;1920;"2020-07-08";165113;"2020-12-19";201083;"Expire";26382;"M&M Brokerage";8.0;164;0
"O9PUQOXRoQ";"6415 Oak St";"Linda Taylor";"Commercial";2;1;"N";"N";4.918;"Dayton";"Ohio";45206;2708;"2020-07-02";195138;"2020-06-29";225895;"Pending";20548;"Right Value LLC";5.0;3;0
"o9RtR70Kk9";"3006 Maple Ave";"Linda Brown";"";2;4;"Y";"Y";1.561;"Dayton";"Ohio";45230;683;"2020-05-04";298931;"2020-05-23";160528;"Cancel";16154;"Richa & Sons";5.0;19;0
"OA18uWDk6o";"1523 Cedar Rd";"James Davis";"Land";1;4;"N";"N";8.17;"Cincinnati";"Ohio";45233;1132;"2020-04-14";457372;"2020-09-16";21562;"Expire";18847;"Real Point LLC";4.0;155;0
"oA1tcv8Iqr";"960 Maple Ave";"Linda Smith";"";3;4;"N";"Y";7.72;"Akron";"Ohio";45211;1244;"2021-01-03";344173;"2020-03-20";304713;"Pending";21234;"High Value LLC";5.0;289;0
"OAEuYy7gfU";"2451 Cedar Rd";"John Smith";"Commercial";2;4;"N";"N";6.542;"Cincinnati";"Ohio";45201;244;"2020-02-22";56390;"2020-10-05";119292;"Cancel";23092;"Right Value LLC";5.0;226;0
"OAONtcQBB1";"3520 Sunset Blvd";"Elizabeth Thomas";"";4;3;"N";"N";8.883;"Columbus";"Ohio";45203;1177;"2020-04-25";268756;"2020-03-20";126110;"Sold";18835;"Right Value LLC";5.0;36;6306
"oaSGrDUYWn";"8975 Pine Ln";"Michael Smith";"Residential";5;4;"N";"N";4.292;"Dayton";"Ohio";45220;2923;"2020-01-16";226286;"2020-10-11";25599;"Cancel";23090;"High Value LLC";3.2;269;0
"Oax9WMD6hf";"1724 Cedar Rd";"Robert Lee";"Commercial";1;4;"N";"Y";4.596;"Akron";"Ohio";45221;548;"2020-08-04";296392;"2020-03-27";158803;"Expire";14132;"M&M Brokerage";5.0;130;0
"OAyMrUaNXM";"4925 Main St";"Michael Miller";"Residential";1;1;"Y";"Y";8.52;"Toledo";"Ohio";45221;978;"2020-12-24";255358;"2020-02-06";69614;"Sold";14132;"Right Value LLC";3.2;322;2228
"OB69LqN2S0";"9608 Oak St";"Jennifer Lee";"Land";3;0;"Y";"N";7.987;"Akron";"Ohio";45217;830;"2020-03-17";90074;"2021-01-21";147113;"Expire";18840;"M&M Brokerage";4.0;310;0
"Ob9OxlKCa5";"3897 Lakeview Dr";"Jennifer Johnson";"Land";4;3;"Y";"N";7.37;"Columbus";"Ohio";45223;2682;"2021-01-25";364170;"2020-03-12";394011;"Sold";14132;"Real Point LLC";4.0;319;15760
"OB9vS4JiBp";"3129 Sunset Blvd";"Patricia Johnson";"Rental";1;2;"Y";"Y";7.267;"Dayton";"Ohio";45229;1811;"2020-06-22";344557;"2020-05-03";39615;"Cancel";18845;"High Value LLC";8.0;50;0
"obc1sWM1Us";"5642 Elm St";"Robert Lee";"Land";5;4;"N";"Y";2.408;"Cincinnati";"Ohio";45226;1040;"2020-10-21";334462;"2020-04-08";56491;"Cancel";18844;"M&M Brokerage";4.0;196;0
"obVndBdPX9";"5306 Oak St";"Patricia Davis";"Rental";3;3;"Y";"N";1.983;"Toledo";"Ohio";45216;1401;"2020-05-16";177626;"2020-01-31";278460;"Pending";18840;"High Value LLC";8.0;106;0
"oCcxOhjz8J";"5475 Elm St";"Jennifer Johnson";"";4;4;"Y";"Y";0.378;"Cincinnati";"Ohio";45222;139;"2020-11-02";151843;"2020-02-02";228563;"Sold";17393;"Real Point LLC";5.0;274;11428
"ocTBm1Vl2t";"4881 Main St";"John Taylor";"Land";2;4;"N";"Y";0.686;"Columbus";"Ohio";45213;2479;"2020-09-21";212104;"2020-07-06";247053;"Pending";18839;"True Value LLC";4.0;77;0
"ODA96w6RDB";"8420 Sunset Blvd";"John Smith";"Land";3;2;"Y";"N";0.134;"Columbus";"Ohio";45202;2531;"2020-02-27";57055;"2021-01-18";354988;"Expire";18834;"Right Value LLC";4.0;326;0
"odBiUwXqHU";"6771 Sunset Blvd";"Michael Miller";"Commercial";5;2;"N";"N";0.95;"Columbus";"Ohio";45231;1892;"2020-07-22";205710;"2020-06-10";316069;"Cancel";18846;"Right Value LLC";5.0;42;0
"OdDeV0f3yr";"6278 Lakeview Dr";"Michael Johnson";"Residential";2;1;"N";"N";8.373;"Columbus";"Ohio";45234;2081;"2020-06-30";190721;"2020-04-03";475105;"Cancel";18848;"True Value LLC";3.2;88;0
"OdDmvhm4ny";"2690 Sunset Blvd";"Mary Anderson";"Rental";1;0;"N";"N";3.92;"Akron";"Ohio";45208;1771;"2020-01-19";164114;"2020-03-23";34639;"Cancel";18837;"M&M Brokerage";8.0;64;0
"ODf973NhGa";"9928 Sunset Blvd";"Elizabeth Thomas";"Rental";3;3;"N";"Y";9.943;"Toledo";"Ohio";45234;2485;"2020-08-07";39251;"2020-05-05";196669;"Cancel";18848;"Right Value LLC";8.0;94;0
"oDvIpI0LCb";"5397 Pine Ln";"Linda Lee";"Residential";0;1;"N";"Y";9.104;"Cincinnati";"Ohio";45203;2997;"2020-11-19";41324;"2020-12-04";309081;"Pending";18835;"Real Point LLC";3.2;15;0
"oea4cEs0il";"6400 Oak St";"Patricia Lee";"Residential";2;1;"Y";"Y";9.932;"Toledo";"Ohio";45211;1084;"2020-02-12";166175;"2020-04-12";93038;"Expire";21234;"True Value LLC";3.2;60;0
"oEdMuTJG6n";"1578 Maple Ave";"Elizabeth Smith";"";0;1;"Y";"Y";5.017;"Dayton";"Ohio";45229;1432;"2020-08-14";277168;"2020-02-09";490735;"Expire";18845;"True Value LLC";5.0;187;0
"oehVdElf4q";"979 Main St";"Robert Johnson";"Commercial";1;4;"N";"N";9.496;"Cincinnati";"Ohio";45222;2118;"2020-06-11";327853;"2020-09-01";37024;"Sold";17393;"Right Value LLC";5.0;82;1851
"Of0kXn8Nfq";"9303 Main St";"Michael Thomas";"Residential";4;3;"Y";"Y";6.884;"Dayton";"Ohio";45217;852;"2020-01-02";253249;"2020-10-20";247094;"Sold";18840;"Right Value LLC";3.2;292;7907
"OF3jFQszrh";"4868 Elm St";"Mary Brown";"";0;1;"N";"Y";8.405;"Dayton";"Ohio";45220;2656;"2020-03-20";388783;"2020-10-22";234787;"Expire";23090;"Right Value LLC";5.0;216;0
"of9cWflyaG";"2642 Pine Ln";"James Anderson";"Land";1;0;"N";"Y";4.47;"Dayton";"Ohio";45201;534;"2020-08-25";336122;"2020-03-22";274692;"Sold";23092;"High Value LLC";4.0;156;10988
"oFHAQ9ZDXV";"118 Sunset Blvd";"Robert Brown";"";3;3;"Y";"N";8.674;"Toledo";"Ohio";45227;250;"2020-08-10";273684;"2020-12-07";397365;"Sold";26382;"High Value LLC";5.0;119;19868
"oFMmtNJ2aG";"1239 Lakeview Dr";"John Miller";"Land";5;2;"N";"N";1.991;"Toledo";"Ohio";45225;2203;"2020-02-17";319548;"2020-03-29";103529;"Pending";18844;"Real Point LLC";4.0;41;0
"oFNaDK0OIm";"2845 Main St";"James Taylor";"";4;0;"Y";"N";6.504;"Dayton";"Ohio";45224;890;"2020-08-22";396034;"2020-01-07";495455;"Cancel";20556;"Right Value LLC";5.0;228;0
"ofqchqCxyU";"7278 Lakeview Dr";"Mary Brown";"Land";2;4;"Y";"N";8.067;"Cincinnati";"Ohio";45210;2868;"2020-12-08";72925;"2020-07-10";466986;"Pending";18838;"Right Value LLC";4.0;151;0
"OFs82KzQ6J";"9849 Sunset Blvd";"Michael Thomas";"Land";3;1;"Y";"N";0.138;"Akron";"Ohio";45221;1873;"2020-01-31";489896;"2020-01-23";288486;"Sold";14132;"Right Value LLC";4.0;8;11539
"OfxYYxojpb";"3134 Sunset Blvd";"Elizabeth Miller";"Rental";2;1;"Y";"Y";6.584;"Akron";"Ohio";45230;285;"2020-10-01";30428;"2020-12-15";453352;"Sold";16154;"True Value LLC";8.0;75;36268
"ofybKqAduK";"7873 Elm St";"Patricia Smith";"Land";2;2;"Y";"Y";9.709;"Dayton";"Ohio";45222;804;"2020-08-25";166523;"2020-04-26";437139;"Sold";17393;"M&M Brokerage";4.0;121;17486
"oGksANAOHB";"246 Main St";"James Taylor";"Land";1;4;"Y";"N";0.181;"Akron";"Ohio";45207;1803;"2020-02-10";165921;"2020-01-14";267624;"Sold";16145;"Right Value LLC";4.0;27;10705
"OgnX4JjjP1";"7037 Pine Ln";"John Wilson";"Commercial";3;2;"N";"Y";0.487;"Cincinnati";"Ohio";45220;2175;"2020-06-16";219159;"2020-10-18";443950;"Cancel";23090;"High Value LLC";5.0;124;0
"ogTI00yGNV";"4590 Maple Ave";"Elizabeth Anderson";"Commercial";1;1;"Y";"N";8.342;"Cincinnati";"Ohio";45222;1219;"2020-01-17";95017;"2020-07-02";308631;"Cancel";17393;"High Value LLC";5.0;167;0
"oGvknOGU4a";"7666 Main St";"Linda Johnson";"";5;1;"Y";"N";7.765;"Columbus";"Ohio";45229;2462;"2020-10-17";190055;"2020-07-19";372631;"Pending";18845;"Right Value LLC";5.0;90;0
"oHF2k8jeAd";"9913 Sunset Blvd";"William Brown";"";2;1;"Y";"N";4.392;"Cincinnati";"Ohio";45222;2527;"2020-04-19";380769;"2020-12-17";478303;"Cancel";17393;"Richa & Sons";5.0;242;0
"OhJCKV5JqU";"3163 Sunset Blvd";"Robert Smith";"";1;1;"N";"N";9.479;"Cincinnati";"Ohio";45206;1212;"2020-02-20";495177;"2020-03-31";27658;"Expire";20548;"High Value LLC";5.0;40;0
"oHPZZNgbSg";"3936 Lakeview Dr";"Elizabeth Johnson";"";0;2;"N";"N";5.065;"Akron";"Ohio";45209;797;"2020-07-04";308573;"2020-11-26";410375;"Pending";16146;"True Value LLC";5.0;145;0
"OIbsZiZUAf";"564 Oak St";"John Taylor";"Land";2;1;"Y";"Y";3.141;"Dayton";"Ohio";45204;1997;"2021-01-30";139488;"2020-01-22";280317;"Pending";18835;"True Value LLC";4.0;374;0
"oiCXFcN5mL";"8894 Cedar Rd";"William Miller";"";3;3;"N";"Y";5.13;"Toledo";"Ohio";45226;647;"2020-04-11";86896;"2020-11-24";474497;"Cancel";18844;"Right Value LLC";5.0;227;0
"OIRbyI2TSp";"9711 Main St";"Mary Lee";"Commercial";3;0;"N";"Y";7.553;"Columbus";"Ohio";45209;1105;"2020-08-14";97331;"2020-04-09";381316;"Cancel";16146;"Right Value LLC";5.0;127;0
"ojiyy1J0VM";"1563 Oak St";"Jennifer Thomas";"Commercial";5;2;"N";"Y";9.505;"Columbus";"Ohio";45221;2829;"2021-01-19";217476;"2020-07-13";88124;"Pending";14132;"High Value LLC";5.0;190;0
"oJnmulGLXp";"1069 Sunset Blvd";"Elizabeth Taylor";"";4;4;"N";"Y";1.373;"Cincinnati";"Ohio";45211;1814;"2021-01-20";389052;"2021-01-19";114129;"Sold";21234;"Right Value LLC";5.0;1;5706
"Ojp5ZhvptS";"5363 Maple Ave";"Jennifer Taylor";"Rental";3;0;"N";"Y";5.123;"Dayton";"Ohio";45203;1350;"2020-05-06";352817;"2020-10-13";163020;"Cancel";18835;"Right Value LLC";8.0;160;0
"ojuWuDeJih";"2929 Pine Ln";"Patricia Johnson";"Rental";1;0;"Y";"Y";9.981;"Columbus";"Ohio";45201;2958;"2020-04-21";74540;"2020-03-25";388761;"Cancel";23092;"High Value LLC";8.0;27;0
"OjyJvpF3wo";"6915 Maple Ave";"Jennifer Wilson";"Rental";5;0;"Y";"N";1.845;"Akron";"Ohio";45221;2032;"2020-08-30";42831;"2020-12-21";398953;"Pending";14132;"Real Point LLC";8.0;113;0
"oKb59Zau5E";"8628 Oak St";"Elizabeth Davis";"Land";3;2;"Y";"N";4.559;"Toledo";"Ohio";45214;1515;"2021-01-12";381502;"2020-09-18";320579;"Expire";18839;"High Value LLC";4.0;116;0
"okCgD7MscU";"437 Sunset Blvd";"Patricia Miller";"Land";5;1;"N";"N";9.676;"Toledo";"Ohio";45217;952;"2020-07-16";444721;"2020-09-07";461283;"Cancel";18840;"Right Value LLC";4.0;53;0
"OkEUxZzdUQ";"4312 Oak St";"Michael Johnson";"Rental";4;0;"Y";"N";7.522;"Columbus";"Ohio";45219;2014;"2020-08-01";335018;"2020-10-10";187379;"Pending";18841;"True Value LLC";8.0;70;0
"OkgjtRpNe8";"8762 Sunset Blvd";"Elizabeth Taylor";"Land";1;0;"N";"N";0.07;"Columbus";"Ohio";45218;405;"2020-10-23";233513;"2020-01-18";398261;"Pending";12561;"Right Value LLC";4.0;279;0
"okhCQuxGvm";"5736 Cedar Rd";"Jennifer Brown";"Rental";4;3;"N";"N";6.696;"Cincinnati";"Ohio";45201;1784;"2020-08-09";328843;"2020-07-22";391302;"Pending";23092;"M&M Brokerage";8.0;18;0
"okJrLAcG6f";"6762 Elm St";"John Taylor";"Rental";0;3;"Y";"N";0.749;"Cincinnati";"Ohio";45202;1217;"2020-06-26";306824;"2020-02-01";371256;"Cancel";18834;"True Value LLC";8.0;146;0
"OKOjivGwLI";"9212 Oak St";"Patricia Miller";"";0;2;"Y";"Y";9.278;"Toledo";"Ohio";45201;2830;"2020-08-17";83658;"2020-06-20";401674;"Expire";23092;"Right Value LLC";5.0;58;0
